tipo_componente,codigo,nome,unidade_responsavel,ch_total,equivalencia,pre_requisito,co_requisito
ATIVIDADE,URO0005,AMBULATÓRIO DE UROLOGIA PARA R2,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,200,,( URO0003 ) ,
ATIVIDADE,URO0006,PROCEDIMENTOS AMBULATORIAIS PARA O R1,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,100,,,
ATIVIDADE,URO0007,ENFERMARIA DA UROLOGIA PARA O R2,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,200,,,
ATIVIDADE,URO0008,PROCEDIMENTOS AMBULATORIAIS PARA O R2,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,200,,,
ATIVIDADE,URO0009,ENFERMARIA DA UROLOGIA PARA O R3,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,200,,,
ATIVIDADE,URO0010,AMBULATÓRIO DE UROLOGIA PARA R3,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,200,,,
ATIVIDADE,URO0011,CIRURGIAS UROLÓGICAS PARA O R3,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,400,,,
ATIVIDADE,URO0012,PROCEDIMENTOS AMBULATORIAIS PARA O R3,PROGRAMA DE RESIDÊNCIA MÉDICA EM UROLOGIA,100,,,
MODULO,PSI1503,O CICLO DA VIDA E A HOSPITALIZAÇÃO,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1504,TÓPICOS ESPECIAIS EM PSICOLOGIA DA SAÚDE-HOSPITALAR,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1505,DOCUMENTOS PSICOLÓGICOS APLICADOS AO CONTEXTO DA SAÚDE-HOSPITALAR,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1506,A PESQUISA FUNDAMENTAL METODOLÓGICA E APLICADA AO CONTEXTO DA PSICOLOGIA DA SAÚDE/HOS,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1507,PSICODINÂMICA,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1508,COMPORTAMENTO E SAÚDE,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1509,BASES NEUROPSICOLÓGICAS DOS PROCESSOS COGNITIVOS E COMPORTAMENTAIS,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1510,TÓPICOS ESPECIAIS EM MECANISMOS DE DOENÇAS,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1511,A DOR NO CONTEXTO DA SAÚDE-HOSPITALAR,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1512,METODOLOGIA CIENTÍFICA: ELABORAÇÃO DE PAPERS/NORMAS VANCOUVER,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1513,ASSISTÊNCIA HOSPITALAR EM PEDIATRIA,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1514,"ASSISTÊNCIA HOSPITALAR EM GINECOLOGIA, OBSTETRÍCIA E MATERNIDADE",DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1515,ASSISTÊNCIA HOSPITALAR NO HOSPITAL GERAL E UTI,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1516,ASSISTÊNCIA HOSPITALAR EM GERONTOLOGIA,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1517,NEUROCIÊNCIAS E NEUROPSICOLOGIA,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1518,ASSISTÊNCIA HOSPITALAR NA REABILITAÇÃO EM SAÚDE,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1519,MORTE E DESENVOLVIMENTO HUMANO,DEPARTAMENTO DE PSICOLOGIA,20,,,
MODULO,PSI1520,ESTÁGIO PRÁTICO,DEPARTAMENTO DE PSICOLOGIA,200,,,
MODULO,PSI1521,ORIENTAÇÃO DE MONOGRAFIA,DEPARTAMENTO DE PSICOLOGIA,50,,,
MODULO,PSI1522,ESTÁGIO PRÁTICO,DEPARTAMENTO DE PSICOLOGIA,200,,,
MODULO,NSF0003,ATENÇÃO E GESTÃO DO CUIDADO À SAÚDE DA FAMÍLIA,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,40,,,
MODULO,NSF0004,GESTÃO DO PROCESSO DE TRABALHO NA ATENÇÃO BÁSICA,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,40,,,
MODULO,NSF0006,PRODUÇÃO DO CONHECIMENTO EM SERVIÇOS,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,40,,,
MODULO,NSF0007,PROMOÇÃO DA SAÚDE,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,40,,,
MODULO,NSF0008,SEMINÁRIO DE INTRODUÇÃO AO CURSO,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,20,( NSF0008 ) E ( NSF0017 ) ,,
MODULO,NSF0009,SISTEMA DE INFORMAÇÃO NO CUIDADO E GESTÃO,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,40,,,
MODULO,NSF0010,TÓPICOS ESPECIAIS EM SAÚDE DA FAMÍLIA,PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE DA FAMÍLIA NO NORDESTE,60,,,
ATIVIDADE,DSC0078,PRÁTICAS INTEGRADAS III: ANÁLISE DAS PRÁTICAS DE ATENÇÃO E VIGILÂNCIA EM SAÚDE,DEPARTAMENTO DE SAÚDE COLETIVA,30,( DSC0036 OU DSC0092 OU DSC0035 ) ,,
ATIVIDADE,DSC0082,PRÁTICAS INTEGRADAS IV: AVALIAÇÃO DO PLANEJAMENTO DE SISTEMAS DE SAÚDE,DEPARTAMENTO DE SAÚDE COLETIVA,30,( DSC0036 OU DSC0104 ) ,,
DISCIPLINA,DGC0194,QUANTIFICAÇÃO EM GEOGRAFIA,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DHG0226 OU DGC0226 OU DGC0287 ) ,,
DISCIPLINA,DGC0195,GEOLOGIA GERAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0205 ) ,,
DISCIPLINA,DGC0196,GEOMORFOLOGIA I,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DGC0258 OU DHG0105 OU DHG0258 OU DGC0174 OU DHG0174 OU DGC0288 ) ,( DHG0205 OU DGC0195 ) ,
DISCIPLINA,DGC0197,GEOGRAFIA DA POPULAÇÃO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0127 OU DHG0415 OU DHG0213 OU DGC0213 ) ,( DHG0200 OU DHG0435 OU DGC0200 ) E ( DHG0226 OU DGC0226 OU DGC0194 ) ,
DISCIPLINA,DGC0198,GEOMORFOLOGIA II,CERES - DEPARTAMENTO DE GEOGRAFIA,45,,( DGC0196 ) ,
DISCIPLINA,DGC0199,CLIMATOLOGIA SISTEMÁTICA E REGIONAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0208 ) OU ( DHG0172 ) ,( DGC0207 OU DHG0207 ) ,
DISCIPLINA,DGC0259,FUNDAMENTOS DE CARTOGRAFIA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0224 ) OU ( DHG0169 ) ,,
DISCIPLINA,DGC0260,LEGISLAÇÃO E LICENCIAMENTO AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DGC0299 OU DIR0662 OU DED0662 ) ,( DHG0173 ) ,
DISCIPLINA,DGC0261,PEDOLOGIA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0130 OU DHG0250 OU DHG0176 ) ,( DHG0205 OU DGC0195 ) E ( DGC0174 OU DHG0174 OU DGC0288 OU DHG0258 OU DHG0105 OU DGC0258 OU DGC0198 ) ,
DISCIPLINA,DGC0262,CARTOGRAFIA TEMÁTICA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0228 OU DHG0225 ) ,( DGC0259 OU DHG0224 ) ,
DISCIPLINA,DGC0263,PLANEJAMENTO URBANO E REGIONAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0178 OU DGC0178 ) ,( DHG0201 OU DHG0104 OU DHG0400 ) E ( DHG0118 OU DHG0417 OU DHG0214 ) ,
DISCIPLINA,DGC0264,ESTUDOS REGIONAIS DO SEMIÁRIDO,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DGC0217 OU DHG0217 ) ,( DGC0291 OU DHG0211 OU DGC0211 OU DHG0107 ) E ( DHG0208 OU DGC0199 ) E ( DGC0261 ) ,
DISCIPLINA,DGC0265,SENSORIAMENTO REMOTO E FOTOINTERPRETAÇÃO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0171 ) ,( DGC0259 OU DHG0224 ) E ( DGC0174 OU DHG0174 OU DGC0288 OU DHG0258 OU DHG0105 OU DGC0258 OU DGC0198 ) ,
ATIVIDADE,NUT0204,EXERCÍCIO DO ESTÁGIO EM ALIMENTAÇÃO COLETIVA II,DEPARTAMENTO DE NUTRIÇÃO,150,( NUT1001 ) ,,
DISCIPLINA,DGC0266,GEOGRAFIA DO BRASIL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0119 OU DGC0292 OU DHG0247 ) OU ( DHG0219 ) ,,
DISCIPLINA,DGC0267,REGIONALIZAÇÃO DO ESPAÇO MUNDIAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DGC0294 OU DGC0216 OU DHG0216 OU DHG0244 ) ,( DHG0208 OU DGC0199 ) E ( DGC0291 OU DHG0211 OU DGC0211 OU DHG0107 ) E ( DHG0118 OU DHG0417 OU DHG0214 ) E ( DHG0116 OU DHG0416 OU DHG0215 ) ,
DISCIPLINA,DGC0268,GEOPROCESSAMENTO E SIG,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DGC0241 OU DHG0241 OU DHG0175 ) ,( DGC0265 ) ,
ATIVIDADE,NUT0206,EXERCÍCIO DO ESTÁGIO EM NUTRIÇÃO CLÍNICA I,DEPARTAMENTO DE NUTRIÇÃO,75,( NUT1003 ) ,( NUT0016 ) ,
DISCIPLINA,DGC0269,FISIOLOGIA DA PAISAGEM,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DGC0261 ) E ( DGC0291 OU DHG0211 OU DGC0211 OU DHG0107 ) ,
DISCIPLINA,DGC0270,MONOGRAFIA I,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DHG0182 ) ,( DGC0266 ) E ( DGC0267 ) E ( DGC0268 ) E ( DGC0269 ) ,
DISCIPLINA,DGC0271,PLANEJAMENTO E GESTÃO AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0177 ) ,( DGC0260 OU DGC0299 ) E ( DGC0268 ) ,
DISCIPLINA,DGC0272,EXERCÍCIO PROFISSIONAL EM GEOGRAFIA,CERES - DEPARTAMENTO DE GEOGRAFIA,15,,( DHG0200 OU DHG0435 OU DGC0200 ) E ( DGC0301 OU DHG0170 ) ,
DISCIPLINA,DGC0273,SEMINÁRIO DE DESENVOLVIMENTO REGIONAL,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DHG0183 OU DHG0113 OU DHG0202 ) ,( DGC0267 OU DGC0294 ) ,
ATIVIDADE,NUT0208,EXERCÍCIO DO ESTÁGIO EM NUTRIÇÃO CLÍNICA II,DEPARTAMENTO DE NUTRIÇÃO,150,( NUT1003 ) ,,
DISCIPLINA,DGC0274,GEOGRAFIA COSTEIRA E OCEÂNICA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0129 OU DHG0236 ) ,( DGC0196 OU DGC0288 ) ,
ATIVIDADE,NUT0210,EXERCÍCIO DO ESTÁGIO NUTRIÇÃO E SAÚDE COLETIVA I,DEPARTAMENTO DE NUTRIÇÃO,75,( NUT1005 ) ,( NUT0049 E NUT0054 ) ,( NUT0015 E NUT0209 ) 
DISCIPLINA,DGC0275,GEOGRAFIA DO NORDESTE,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0425 OU DHG0133 OU DHG0237 ) ,,
DISCIPLINA,DGC0276,QUÍMICA AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0240 ) ,( DHG0115 OU DGC0209 OU DHG0209 OU DGC0289 OU DHG0173 ) ,
ATIVIDADE,NUT0212,EXERCÍCIO DO ESTÁGIO NUTRIÇÃO E SAÚDE COLETIVA II,DEPARTAMENTO DE NUTRIÇÃO,150,( NUT1005 ) ,( NUT0047 ) OU ( NUT0054 E NUT0049 ) ,
DISCIPLINA,DGC0277,MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL NO SEMIÁRIDO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0248 ) ,( DHG0208 OU DGC0199 ) E ( DGC0291 OU DHG0211 OU DGC0211 OU DHG0107 ) E ( DGC0174 OU DHG0174 OU DGC0288 OU DHG0258 OU DHG0105 OU DGC0258 OU DGC0198 ) ,
DISCIPLINA,DGC0278,TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0249 ) ,( DHG0203 OU DGC0301 OU DHG0170 ) ,
DISCIPLINA,DGC0279,GEOGRAFIA DO TURISMO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,,
DISCIPLINA,DGC0280,CLIMA E MEIO AMBIENTE,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DGC0207 OU DHG0207 ) ,
ATIVIDADE,NUT1001,EXERCÍCIO DO ESTÁGIO SUPERVISIONADO EM ADMINISTRAÇÃO DOS SERVIÇOS DE ALIMENTAÇÃO,DEPARTAMENTO DE NUTRIÇÃO,270,( NUT0101 OU NUT0070 ) ,( NUT0069 ) ,
DISCIPLINA,DGC0281,CLIMATOLOGIA DO BRASIL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DHG0208 OU DGC0199 ) ,
ATIVIDADE,NUT1003,EXERCÍCIO DO ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA,DEPARTAMENTO DE NUTRIÇÃO,270,( NUT0102 E NUT0071 ) ,( NUT0064 ) ,
DISCIPLINA,DGC0282,GERENCIAMENTO COSTEIRO INTEGRADO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,,
DISCIPLINA,DGC0283,GEOGRAFIA FÍSICA DO NORDESTE,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DHG0205 OU DGC0195 ) E ( DGC0174 OU DHG0174 OU DGC0288 OU DHG0258 OU DHG0105 OU DGC0258 OU DGC0198 ) ,
ATIVIDADE,NUT1005,EXERCÍCIO DO ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO SOCIAL,DEPARTAMENTO DE NUTRIÇÃO,270,( NUT0103 OU NUT0065 ) ,( NUT0011 E NUT0023 E NUT0058 E NUT0064 E NUT0068 E SSO0028 ) ,
DISCIPLINA,DGC0284,GEOGRAFIA CULTURAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0181 OU DHG0251 OU DHG0223 OU DHG0406 OU DGC0223 ) ,,
DISCIPLINA,DGC0285,GEOMORFOLOGIA AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DHG0205 OU DGC0195 ) E ( DGC0174 OU DHG0174 OU DGC0288 OU DHG0258 OU DHG0105 OU DGC0258 OU DGC0198 ) ,
ATIVIDADE,DGC0286,ESTÁGIO CURRICULAR SUPERVISIONADO DO BACHARELADO,CERES - DEPARTAMENTO DE GEOGRAFIA,120,,,
DISCIPLINA,DGC0287,INTRODUÇÃO À ESTATÍSTICA,CERES - DEPARTAMENTO DE GEOGRAFIA,45,( DHG0226 OU DGC0226 OU DGC0194 ) ,,
DISCIPLINA,DGC0288,GEOMORFOLOGIA,CERES - DEPARTAMENTO DE GEOGRAFIA,75,( DGC0258 OU DHG0105 OU DHG0258 OU DGC0174 OU DHG0174 OU DGC0196 ) ,( DHG0205 OU DGC0195 ) ,
DISCIPLINA,DGC0289,INTRODUÇÃO À ECOLOGIA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0115 OU DHG0209 OU DGC0209 ) ,,
DISCIPLINA,DGC0290,INTRODUÇÃO À ECONOMIA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0031 OU DGC0222 OU DHG0222 ) ,,
DISCIPLINA,DGC0291,INTRODUÇÃO À BIOGEOGRAFIA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DGC0211 ) OU ( DHG0211 ) ,( DHG0115 OU DGC0209 OU DHG0209 OU DGC0289 OU DHG0173 ) ,
DISCIPLINA,DGC0292,GEOGRAFIA DO BRASIL,CERES - DEPARTAMENTO DE GEOGRAFIA,75,( DHG0422 OU DHG0120 OU DHG0219 OU DGC0266 ) ,,
DISCIPLINA,DGC0293,GEOGRAFIA ECONÔMICA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0110 OU DHG0212 OU DGC0212 ) ,( DGC0290 OU DHG0031 OU DGC0222 OU DHG0222 ) ,
DISCIPLINA,DGC0294,REGIONALIZAÇÃO DO ESPAÇO MUNDIAL,CERES - DEPARTAMENTO DE GEOGRAFIA,90,( DGC0216 OU DHG0216 OU DHG0244 OU DGC0267 ) ,( DHG0208 OU DGC0199 ) E ( DGC0291 OU DHG0211 OU DGC0211 OU DHG0107 ) E ( DHG0118 OU DHG0417 OU DHG0214 ) E ( DHG0116 OU DHG0416 OU DHG0215 ) ,
DISCIPLINA,DGC0295,GEOGRAFIA POLÍTICA,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0135 OU DHG0220 ) ,( DHG0200 OU DHG0435 OU DGC0200 ) ,
DISCIPLINA,DGC0296,EDUCAÇÃO AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0180 OU DGC0191 ) ,( DED0147 ) E ( DHG0205 OU DGC0195 ) E ( DGC0207 OU DHG0207 ) E ( DHG0115 OU DGC0209 OU DHG0209 OU DGC0289 ) ,
DISCIPLINA,DGC0297,TEORIAS DA REGIÃO E DA REGIONALIZAÇÃO,CERES - DEPARTAMENTO DE GEOGRAFIA,60,,( DHG0201 OU DHG0104 OU DHG0400 ) ,
DISCIPLINA,DGC0298,SEMINÁRIO DE ESTUDOS AMBIENTAIS,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DHG0221 ) ,,
DISCIPLINA,DGC0299,LEGISLAÇÃO E LICENCIAMENTO AMBIENTAL,CERES - DEPARTAMENTO DE GEOGRAFIA,60,( DGC0260 OU DIR0662 OU DED0662 ) ,( DHG0115 OU DGC0209 OU DHG0209 OU DGC0289 OU DHG0173 ) ,
MODULO,NUT1000,ACOMPANHAMENTO DO ESTÁGIO SUPERVISIONADO EM ADMINISTRAÇÃO DOS SERVIÇOS DE ALIMENTAÇÃO,DEPARTAMENTO DE NUTRIÇÃO,45,( NUT0101 OU NUT0070 ) ,( NUT0069 ) ,( NUT1001 ) 
MODULO,NUT1002,ACOMPANHAMENTO DO ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA,DEPARTAMENTO DE NUTRIÇÃO,45,( NUT0102 OU NUT0071 ) ,( NUT0064 ) ,( NUT1003 ) 
MODULO,NUT1004,ACOMPANHAMENTO DO ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO SOCIAL,DEPARTAMENTO DE NUTRIÇÃO,45,( NUT0103 OU NUT0065 ) ,( NUT0058 E NUT0023 E NUT0068 ) ,( NUT1005 ) 
MODULO,NUT0203,ACOMPANHAMENTO DO ESTÁGIO EM ALIMENTAÇÃO COLETIVA II,DEPARTAMENTO DE NUTRIÇÃO,30,( NUT1000 ) ,,( NUT0204 ) 
MODULO,NUT0205,ACOMPANHAMENTO DO ESTÁGIO EM NUTRIÇÃO CLÍNICA I,DEPARTAMENTO DE NUTRIÇÃO,15,( NUT1002 ) ,( NUT0016 ) ,( NUT0206 ) 
MODULO,NUT0207,ACOMPANHAMENTO DO ESTÁGIO EM NUTRIÇÃO CLÍNICA II,DEPARTAMENTO DE NUTRIÇÃO,30,( NUT1002 ) ,,( NUT0208 ) 
MODULO,NUT0209,ACOMPANHAMENTO DO ESTÁGIO EM NUTRIÇÃO E SAÚDE COLETIVA I,DEPARTAMENTO DE NUTRIÇÃO,15,( NUT1004 ) ,( NUT0049 E NUT0054 ) ,( NUT0210 ) 
MODULO,NUT0211,ACOMPANHAMENTO DO ESTÁGIO EM NUTRIÇÃO E SAÚDE COLETIVA II,DEPARTAMENTO DE NUTRIÇÃO,30,( NUT1004 ) ,( NUT0054 E NUT0049 ) ,( NUT0212 ) 
DISCIPLINA,EST0104,FUNDAMENTOS DE ESTATÍSTICA PARA CIÊNCIAS ATUARIAIS,DEPARTAMENTO DE ESTATISTICA,60,( ECT1301 ) OU ( PRO1005 ) OU ( EST0202 ) OU ( EST0030 ) OU ( DDA0101 ) ,,
DISCIPLINA,EST0109,PROBABILIDADE I APLICADA ÀS CIÊNCIAS ATUARIAIS,DEPARTAMENTO DE ESTATISTICA,60,( EST0062 ) ,( MAT0345 ) ,
DISCIPLINA,EST0110,PROCESSOS ESTOCÁSTICOS APLICADOS A CIÊNCIAS ATUARIAIS,DEPARTAMENTO DE ESTATISTICA,60,( EST0035 ) ,( EST0109 OU EST0062 ) E ( MAT0319 OU ECT1201 OU ECT1211 ) ,
DISCIPLINA,EST0111,PROBABILIDADE II APLICADA AS CIÊNCIAS ATUARIAIS,DEPARTAMENTO DE ESTATISTICA,60,( EST0063 ) ,( EST0109 ) ,
MODULO,DEP2137,METEREOLOGIA APLICADA A ENERGIA EÓLICA,DEPARTAMENTO DE ENGENHARIA PRODUÇÃO,30,,,
MODULO,DEP2138,"GEOPROCESSAMENTO, TORRES E FUNDAÇÕES PARA PARQUES EÓLICOS",DEPARTAMENTO DE ENGENHARIA PRODUÇÃO,30,,,
ATIVIDADE,MED0303,ATENÇÃO À SAÚDE DA MULHER,COORDENAÇÃO DO CURSO DE MEDICINA,45,,( DSC0063 ) OU ( DSC0090 ) ,
DISCIPLINA,ZOO0323,ANÁLISES DE ALIMENTOS,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,,( QUI0060 ) OU ( QUI0070 ) OU ( CCA0103 ) OU ( AGR0352 ) ,( DBQ0009 ) OU ( CCA0121 ) 
DISCIPLINA,ZOO0462,BOVINOCULTURA DE CORTE,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,( AGP0217 ) ,( ZOO0306 OU AGP0203 ) ,
DISCIPLINA,ZOO0463,BOVINOCULTURA DE LEITE,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,( AGP0224 ) ,( ZOO0306 ) OU ( AGR0381 ) ,
DISCIPLINA,ZOO0464,CARNES E TIPIFICAÇÃO DE CARCAÇA,ESCOLA AGRÍCOLA DE JUNDIAÍ,45,( AGP0231 ) ,( ZOO0300 OU AGP0203 ) ,
DISCIPLINA,ZOO0465,FISIOLOGIA DA LACTAÇÃO E QUALIDADE DO LEITE,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,,( ZOO0304 OU AGP0202 ) ,
DISCIPLINA,ZOO0466,JULGAMENTO DE ANIMAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ,30,( AGP0229 ) ,( ZOO0300 OU AGP0203 ) ,
DISCIPLINA,ZOO0467,AVICULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,( AGP0223 ) ,( ZOO0307 ) OU ( AGR0382 ) ,
DISCIPLINA,ZOO0468,EQUIDEOCULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,( AGP0225 ) ,( ZOO0307 OU AGP0203 ) ,
DISCIPLINA,ZOO0469,SUINOCULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,( AGP0232 ) ,( ZOO0307 ) OU ( AGR0382 ) ,
DISCIPLINA,CST2096,SAÚDE E CIDADANIA,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,45,( CST2076 ) OU ( CST1127 ) OU ( CST0001 ) ,,
DISCIPLINA,EFL0340,ENERGIA DA BIOMASSA FLORESTAL,ESCOLA AGRÍCOLA DE JUNDIAÍ,60,,( EFL0331 ) ,
DISCIPLINA,EFL0419,ESTRUTURAS DE MADEIRAS,COORDENAÇÃO DO CURSO DE ENGENHARIA FLORESTAL,45,,( EFL0320 ) ,
DISCIPLINA,MOR0071,CONJUNTO MORFOLÓGICO PARA FISIOTERAPIA,DEPARTAMENTO DE MORFOLOGIA,90,( DFS0009 OU MOR0073 ) ,,
DISCIPLINA,CST2097,"PRÁTICA SUPERVISIONADA I - CARDIOLOGIA, PNEUMOLOGIA E ANGIOLOGIA",FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,270,( CST2091 ) ,( CST2082 ) E ( CST2083 ) ,
DISCIPLINA,CST2098,PROJETO DE PESQUISA,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,45,CST2092 ,CST2065 ,
ATIVIDADE,CST2099,TRABALHO DE CONCLUSÃO DE CURSO,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,45,CST2095 ,CST2098 ,
DISCIPLINA,CST2150,PRATICA SUPERVISIONADA II - SAUDE DA MULHER E DA CRIANÇA,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,270,( CST2093 ) ,( CST2163 E CST2165 ) ,
DISCIPLINA,CSH5149,INSTITUÇÕES DO DIREITO,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS,60,( CSH0009 ) OU ( ESE0001 ) OU ( CSH0159 ) ,,
DISCIPLINA,CST2151,PRATICA SUPERVISIONADA III - APARELHO LOCOMOTOR,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,315,( CST2094 ) OU ( CST2172 ) ,( ( CST2088 ) E ( CST2089 ) E ( CST2090 ) ) ,
DISCIPLINA,DFS0032,FISIOLOGIA HUMANA III,DEPARTAMENTO DE FISIOLOGIA,60,( DFS0029 ) OU ( DFS0009 ) ,( DFS0009 OU MOR0311 ) ,
DISCIPLINA,EST0113,INTRODUCAO À ESTATÍSTICA E PROBABILIDADE,DEPARTAMENTO DE ESTATISTICA,90,( EST0030 OU EST0097 OU EST0001 ) ,,
DISCIPLINA,EST0114,MÉTODOS ESTATÍSTICOS,DEPARTAMENTO DE ESTATISTICA,90,( EST0061 ) ,( ( EST0062 ) E ( EST0113 ) ) OU ( ECT1301 ) OU ( EST0323 ) ,
DISCIPLINA,EST0115,INFERENCIA I,DEPARTAMENTO DE ESTATISTICA,60,( EST0067 ) ,( EST0063 ) ,
DISCIPLINA,EST0116,INFERENCIA II,DEPARTAMENTO DE ESTATISTICA,60,( EST0067 ) ,( EST0115 ) ,
DISCIPLINA,EST0117,TUTORIA I,DEPARTAMENTO DE ESTATISTICA,15,( EST0031 ) ,,
DISCIPLINA,EST0118,TUTORIA II,DEPARTAMENTO DE ESTATISTICA,15,( EST0031 ) ,( EST0117 ) ,
MODULO,CEA1848,METODOLOGIA DA PESQISA,CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS,23,,,
MODULO,CEA1849,GESTÃO E PLANEJAMENTO AMBIENTAL,CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS,23,,,
